OBJECTID;USE;HBLOCK;LENGTH;LOWADDR;HIGHADDR;comments;POINT_X;POINT_Y
689.0;Collector;7100-7300 BLENHEIM ST;321.760943;7100.0;7300.0;No sidewalk both sides;486964.224378;5451895.96998
691.0;Collector;7100-7300 BLENHEIM ST;321.760943;7100.0;7300.0;No sidewalk both sides;486961.586643;5451769.23648
692.0;Residential;3000-3100 W 53RD AV;220.491907;3000.0;3100.0;No sidewalk both sides;487403.039209;5452304.07982
694.0;Residential;3000-3100 W 53RD AV;220.491907;3000.0;3100.0;No sidewalk both sides;487273.062836;5452306.55822
696.0;Residential;3000-3100 W 53RD AV;220.491907;3000.0;3100.0;No sidewalk both sides;487182.587376;5452308.28341
704.0;Residential;8400-8500 EAST BOULEVARD;141.612404;8400.0;8500.0;No sidewalk both sides;489474.849526;5450726.94317
705.0;Residential;8400-8500 EAST BOULEVARD;141.612404;8400.0;8500.0;No sidewalk both sides;489495.099174;5450665.17788
710.0;Residential;3400 LILLOOET ST;46.609978;3400.0;3400.0;No sidewalks both sides;497158.01296;5455646.93488
712.0;Residential;700-800 W 47TH AV;49.692576;700.0;800.0;No sidewalks both sides;490765.804519;5452848.07787
713.0;Residential;6000 MCKINNON ST;46.330286;6000.0;6000.0;No sidewalks both sides;497187.900931;5452945.44089
716.0;Residential;1000 W 55TH AV;54.922164;1000.0;1000.0;No sidewalk both sides;490585.821035;5451978.33452
717.0;Residential;1300 GLEN DRIVE;180.812331;1300.0;1300.0;No sidewalk on both sides;494074.870462;5457829.23855
720.0;Residential;1300 GLEN DRIVE;180.812331;1300.0;1300.0;No sidewalk on both sides;494072.690808;5457648.44015
723.0;Residential;2700 TEMPLETON DRIVE;6.666068;2700.0;2700.0;No sidewalks both sides;495624.47376;5456354.51685
724.0;Residential;2700 TEMPLETON DRIVE;6.666068;2700.0;2700.0;No sidewalks both sides;495624.44174;5456347.85086
725.0;Residential;1700 VERNON DRIVE;101.709896;1700.0;1700.0;No sidewalk both sides;494265.153562;5457438.97802
728.0;Residential;4600 TRAFALGAR ST;52.716956;4600.0;4600.0;No sidewalks both sides;487953.045089;5454667.91775
729.0;Residential;4600 TRAFALGAR ST;52.716956;4600.0;4600.0;No sidewalks both sides;487951.647335;5454615.21933
736.0;Residential;200 CENTRAL ST;121.561107;200.0;200.0;No sidewalks both sides;492866.208744;5457589.24729
740.0;Residential;800 W 66TH AV;138.935724;800.0;800.0;No sidewalk both sides;490822.779058;5450963.02705
741.0;Residential;1100 W 52ND AV;50.556045;1100.0;1100.0;No sidewalk on both sides;490387.941557;5452361.8584
746.0;Residential;1200 W 50TH AV;130.057196;1200.0;1200.0;No sidewalk both sides;490161.705397;5452564.0326
752.0;Residential;500-600 W 50TH AV;140.912981;500.0;600.0;No sidewalk both sides;491338.332024;5452507.80509
758.0;Residential;4900 RUBY ST;55.679278;4900.0;4900.0;No sidewalk both sides;498143.675658;5454194.12695
764.0;Residential;1400 DOGWOOD AV;51.833005;1400.0;1400.0;No sidewalks both sides;489859.139611;5452311.54123
768.0;Residential;3000-3200 CELTIC AV;106.491725;3000.0;3200.0;No sidewalk on both sides;487381.234749;5451580.20763
775.0;Residential;3300-3500 CELTIC AV;125.557483;3300.0;3500.0;No sidewalk on both sides;486961.586643;5451769.23648
777.0;Residential;3300-3500 CELTIC AV;125.557483;3300.0;3500.0;No sidewalk on both sides;486836.055009;5451771.78414
778.0;Residential;7200 CARTIER ST;60.390544;7200.0;7200.0;No sidewalk both sides;489970.61641;5451906.631
780.0;Residential;6800 TISDALL ST;49.421544;6800.0;6800.0;No sidewalks both sides;491197.798191;5452263.82928
787.0;Residential;1000-1100 W 47TH AV;58.721198;1000.0;1100.0;No sidewalks both sides;490661.507624;5452853.50002
792.0;Residential;2900 WALL ST;95.211322;2900.0;2900.0;No sidewalk both sides only north west section-2012;496932.54645;5459662.28743
795.0;Residential;4500 MAGNOLIA ST;45.944366;4500.0;4500.0;No sidewalks both sides;489100.25866;5454744.83759
797.0;Residential;8000 BORDEN ST;48.703339;8000.0;8000.0;no sidewalks on both sides;494605.150126;5451024.15393
799.0;Residential;2300-2400 E 48TH AV;49.684838;2300.0;2400.0;No sidewalks both sides;495695.649624;5452556.52585
801.0;Residential;6800-6900 LAUREL ST;263.73884;6800.0;6900.0;No sidewalks both sides;490880.68702;5452350.21359
804.0;Residential;6800-6900 LAUREL ST;263.73884;6800.0;6900.0;No sidewalks both sides;490876.143095;5452155.26654
807.0;Residential;6300 FRONTENAC ST;65.607728;6300.0;6300.0;No sidewalk both sides;498108.168199;5452558.84348
809.0;Residential;6300 FRONTENAC ST;65.607728;6300.0;6300.0;No sidewalk both sides;498106.977848;5452493.24655
814.0;Residential;7000 SOPHIA ST;50.139521;7000.0;7000.0;No sidewalks both sides;492736.515628;5451979.91256
816.0;Residential;7000 LANARK ST;46.808175;7000.0;7000.0;No sidewalks both sides;494458.434856;5451962.70729
819.0;Residential;7000 DUMFRIES ST;47.162374;7000.0;7000.0;No sidewalk both sides;494556.866335;5451866.39519
825.0;Residential;1200 E 4TH AV;81.78187;1200.0;1200.0;No sidewalk both sides;494351.654302;5457134.89371
828.0;Residential;8700-8800 HEATHER ST;192.550946;8700.0;8800.0;No sidewalk both sides;491010.906075;5450366.0071
829.0;Residential;8700-8800 HEATHER ST;192.550946;8700.0;8800.0;No sidewalk both sides;491045.91873;5450311.24293
833.0;Residential;1000 VERNON DRIVE;100.86879;1000.0;1000.0;No sidewalk both sides;494279.587932;5458025.54967
835.0;Residential;200 NORTHERN ST;96.445454;200.0;200.0;No sidewalks both sides;492835.514129;5457678.24652
837.0;Residential;6900 SOPHIA ST;50.305663;6900.0;6900.0;no sidewalk on both sides;492738.859882;5452080.44617
838.0;Residential;6900 SOPHIA ST;50.305663;6900.0;6900.0;no sidewalk on both sides;492737.637255;5452030.15537
840.0;Residential;5500-5600 HEATHER ST;54.853734;5500.0;5600.0;No sidewalk both sides;491198.802679;5453443.31346
841.0;Residential;6400 COLLINGWOOD ST;61.52432;6400.0;6400.0;No sidewalks both sides;486742.59007;5452878.04775
844.0;Residential;2600 KAMLOOPS ST;52.001052;2600.0;2600.0;No sidewalks both sides;496016.099889;5456371.01769
846.0;Residential;2300 E 12TH AV;56.225975;2300.0;2300.0;No sidewalks both sides;495820.707109;5456301.86713
858.0;Residential;1400 LARCH ST;49.030247;1400.0;1400.0;No sidewalks both sides;488211.169291;5457832.00445
861.0;Residential;1200 WILLIAM ST;39.629571;1200.0;1200.0;No sidewalks both sides;494317.955567;5457924.13871
863.0;Collector;8100-8200 ELLIOTT ST;267.608345;8100.0;8200.0;No sidewalk both sides;495956.741684;5450760.45799
864.0;Collector;8100-8200 ELLIOTT ST;267.608345;8100.0;8200.0;No sidewalk both sides;495937.180052;5450698.53
869.0;Residential;8300-8400 BEATRICE ST;66.633808;8300.0;8400.0;No sidewalks both sides;495062.237775;5450766.46847
872.0;Residential;2300 GALT ST;54.914626;2300.0;2300.0;No sidewalks both sides;495827.304028;5454426.54565
875.0;Residential;7000-7200 BEECHWOOD ST;61.874151;7000.0;7200.0;No sidewalks both sides;488610.007104;5451936.78791
877.0;Residential;3200 KASLO ST;55.698282;3200.0;3200.0;No sidewalks both sides;496577.009908;5455852.41081
879.0;Residential;7400 GATINEAU PLACE;107.222878;7400.0;7400.0;No sidewalks both sides;496214.904313;5451591.95485
881.0;Residential;7400 GATINEAU PLACE;107.222878;7400.0;7400.0;No sidewalks both sides;496180.272183;5451490.47894
882.0;Collector;7700-7800 ELLIOTT ST;206.27464;7700.0;7800.0;No sidewalk both sides;496014.678331;5451284.58622
890.0;Residential;200 W 64TH AV;204.343525;200.0;200.0;No sidewalks both sides;491926.506706;5451087.36563
891.0;Residential;200 W 64TH AV;204.343525;200.0;200.0;No sidewalks both sides;491861.524373;5451088.88102
901.0;Residential;5000 MCHARDY ST;70.316187;5000.0;5000.0;No sidewalks both sides;497511.49891;5454133.6233
906.0;Residential;7800 ASH ST;50.36129;7800.0;7800.0;No sidewalks both sides;491252.255767;5451274.58702
907.0;Residential;7800 ASH ST;50.36129;7800.0;7800.0;No sidewalks both sides;491250.972483;5451224.24209
909.0;Residential;7400 ALBERTA ST;49.649994;7400.0;7400.0;No sidewalks both sides;491747.650835;5451574.74884
910.0;Residential;7200 HUDSON ST;67.51972;7200.0;7200.0;No sidewalk both sides;490225.968252;5451904.74385
912.0;Residential;7200 HUDSON ST;67.51972;7200.0;7200.0;No sidewalk both sides;490241.154556;5451840.43026
915.0;Residential;7200 CARTIER ST;50.257675;7200.0;7200.0;No sidewalk both sides;489973.413532;5452007.12384
916.0;Residential;7200 CARTIER ST;50.257675;7200.0;7200.0;No sidewalk both sides;489972.00447;5451956.88592
917.0;Secondary Arterial;1600 E KENT AV SOUTH;171.982863;1600.0;1600.0;No sidewalk both sides;494643.398684;5450715.90248
918.0;Secondary Arterial;1600 E KENT AV SOUTH;171.982863;1600.0;1600.0;No sidewalk both sides;494706.043514;5450698.80236
921.0;Residential;6300 GLADSTONE ST;50.319945;6300.0;6300.0;No sidewalk both sides;495464.055501;5452661.35222
928.0;Residential;1100 KAMLOOPS ST;46.065093;1100.0;1100.0;No sidewalks both sides;496024.375948;5457979.5556
930.0;Residential;4300 KAMLOOPS ST;45.915643;4300.0;4300.0;No sidewalks both sides;496051.920821;5454789.08732
932.0;Residential;4400 PENTICTON ST;46.022601;4400.0;4400.0;No sidewalks both sides;496212.104664;5454697.21227
936.0;Residential;2000 KAMLOOPS ST;55.283908;2000.0;2000.0;No sidewalks both sides;496020.776408;5456997.66099
937.0;Residential;7400 PRINCE ALBERT ST;47.200249;7400.0;7400.0;no sidewalk on both sides;493604.018263;5451622.29879
940.0;Residential;8000 BUSCOMBE ST;42.091071;8000.0;8000.0;No sidewalk both sides;493056.148746;5450996.31385
942.0;Residential;7900 POPLAR ST;58.224408;7900.0;7900.0;No sidewalks both sides;493204.778758;5451096.06513
945.0;Residential;7900-8000 BUSCOMBE ST;51.745977;7900.0;8000.0;No sidewalk both sides;493059.086252;5451168.11967
948.0;Residential;6900 BEECHWOOD ST;49.663079;6900.0;6900.0;No sidewalks both sides;488616.353071;5452190.56915
950.0;Secondary Arterial;400 E KENT AV SOUTH;325.337055;400.0;400.0;No sidewalk both sides;492888.014983;5450512.80925
952.0;Secondary Arterial;400 E KENT AV SOUTH;325.337055;400.0;400.0;No sidewalk both sides;493016.970286;5450529.25704
953.0;Secondary Arterial;400 E KENT AV SOUTH;325.337055;400.0;400.0;No sidewalk both sides;493081.447938;5450537.48094
955.0;Secondary Arterial;400 E KENT AV SOUTH;325.337055;400.0;400.0;No sidewalk both sides;493146.259936;5450545.74747
959.0;Residential;1400 W 52ND AV;51.82419;1400.0;1400.0;No sidewalk on both sides;489809.090357;5452375.50894
960.0;Residential;6500 CARTIER ST;63.245341;6500.0;6500.0;No sidewalk both sides;489992.692133;5452686.70465
966.0;Residential;6900 ARBUTUS ST;86.868263;6900.0;6900.0;No sidewalks both sides;488754.809933;5452150.79418
969.0;Residential;7600 ARBUTUS ST;123.352474;7600.0;7600.0;No sidewalk both sides;488738.236068;5451488.39087
971.0;Residential;1900-2000 W 61ST AV;195.985672;1900.0;2000.0;No sidewalk both sides;488922.551272;5451485.16951
976.0;Residential;4700 MACDONALD ST;52.630432;4700.0;4700.0;No sidewalks both sides;487781.286743;5454564.03952
978.0;Residential;4500 MAGNOLIA ST;38.14163;4500.0;4500.0;No sidewalks both sides;489100.462608;5454752.74059
979.0;Residential;1400 E 39TH AV;50.268436;1400.0;1400.0;No sidewalks both sides;494497.76653;5453558.33793
984.0;Residential;6600-6700 MONTGOMERY ST;147.147345;6600.0;6700.0;No sidewalk both sides;490389.934988;5452443.98156
986.0;Residential;6600-6700 MONTGOMERY ST;147.147345;6600.0;6700.0;No sidewalk both sides;490387.941557;5452361.8584
987.0;Residential;700 W 48TH AV;49.662644;700.0;700.0;No sidewalks both sides;491136.512779;5452727.10965
989.0;Residential;700 W 52ND AV;51.6717;700.0;700.0;No sidewalks both sides;491193.234028;5452315.10507
990.0;Residential;700 W 52ND AV;51.6717;700.0;700.0;No sidewalks both sides;491143.037073;5452302.84822
991.0;Residential;6600-6700 ASH ST;49.681979;6600.0;6700.0;No sidewalks both sides;491400.31123;5452504.19728
996.0;Residential;5500 SOPHIA ST;49.864868;5500.0;5500.0;No sidewalks both sides;492761.261723;5453578.36309
997.0;Residential;2000 W 29TH AV;151.260922;2000.0;2000.0;No sidewalk both sides;489100.557353;5454790.82359
998.0;Residential;2000 W 29TH AV;151.260922;2000.0;2000.0;No sidewalk both sides;489035.578556;5454792.48368
999.0;Residential;2000 W 29TH AV;151.260922;2000.0;2000.0;No sidewalk both sides;488970.599759;5454794.14378
1000.0;Residential;2000 W 29TH AV;151.260922;2000.0;2000.0;No sidewalk both sides;488950.834543;5454799.73616
1002.0;Residential;900 VERNON DRIVE;100.780773;900.0;900.0;No sidewalk both sides;494282.104455;5458162.17561
1006.0;Residential;4600 SIMPSON AV;223.278985;4600.0;4600.0;No sidewalks both sides;484466.497592;5457978.04485
1007.0;Residential;4600 SIMPSON AV;223.278985;4600.0;4600.0;No sidewalks both sides;484401.520835;5457979.78295
1008.0;Residential;4600 SIMPSON AV;223.278985;4600.0;4600.0;No sidewalks both sides;484373.251962;5457980.53913
1009.0;Residential;1600-1700 DRUMMOND DRIVE;313.106697;1600.0;1700.0;No sidewalk both sides;483831.3249;5457886.68279
1010.0;Residential;1600-1700 DRUMMOND DRIVE;313.106697;1600.0;1700.0;No sidewalk both sides;483803.816501;5457828.87182
1011.0;Residential;1600-1700 DRUMMOND DRIVE;313.106697;1600.0;1700.0;No sidewalk both sides;483813.879865;5457765.64566
1012.0;Residential;1600-1700 DRUMMOND DRIVE;313.106697;1600.0;1700.0;No sidewalk both sides;483855.751972;5457716.48657
1015.0;Residential;6100 FREMLIN ST;103.574643;6100.0;6100.0;No sidewalk both sides;490770.71406;5453052.48143
1017.0;Residential;6100 FREMLIN ST;103.574643;6100.0;6100.0;No sidewalk both sides;490768.226814;5452948.93665
1023.0;Residential;6000 COLLINGWOOD PLACE;186.551942;6000.0;6000.0;No sidewalks both sides;486616.346538;5453230.00607
1027.0;Residential;6900-7000 CARNARVON ST;221.292895;6900.0;7000.0;No sidewalk both sides;487399.986672;5452174.11566
1030.0;Residential;2600-2700 W 50TH AV;330.089937;2600.0;2700.0;No sidewalk both sides;488072.115127;5452559.64572
1031.0;Residential;2600-2700 W 50TH AV;330.089937;2600.0;2700.0;No sidewalk both sides;488010.026536;5452576.47306
1035.0;Residential;2600-2700 W 50TH AV;330.089937;2600.0;2700.0;No sidewalk both sides;487783.265936;5452662.53507
1038.0;Residential;600 W 54TH AV;3.476246;600.0;600.0;No sidewalks both sides;491340.104309;5452118.18075
1043.0;Residential;3200 LILLOOET ST;44.991315;3200.0;3200.0;No sidewalks both sides;497158.56608;5455824.33917
1045.0;Residential;5400 WALLACE ST;63.824504;5400.0;5400.0;No sidewalks both sides;486098.785995;5453823.21387
1050.0;Residential;1800 KAMLOOPS ST;50.318933;1800.0;1800.0;No sidewalks both sides;496021.131409;5457203.62654
1053.0;Residential;8400-8500 FRASER ST;236.437146;8400.0;8500.0;No sidewalk both sides;493354.921232;5450442.55633
1054.0;Residential;8400-8500 FRASER ST;236.437146;8400.0;8500.0;No sidewalk both sides;493353.561738;5450377.57055
1056.0;Secondary Arterial;500-600 E KENT AV NORTH;152.134672;500.0;600.0;No sidewalk both sides;493207.368172;5450583.89477
1057.0;Secondary Arterial;500-600 E KENT AV NORTH;152.134672;500.0;600.0;No sidewalk both sides;493271.845442;5450592.12166
1063.0;Secondary Arterial;700 E KENT AV SOUTH;141.374994;700.0;700.0;No sidewalk both sides;493497.856611;5450590.59036
1067.0;Residential;8000 POPLAR ST;44.350389;8000.0;8000.0;No sidewalks both sides;493204.022512;5451051.72118
1070.0;Residential;7600 ASH ST;50.272356;7600.0;7600.0;No sidewalks both sides;491255.971805;5451425.45694
1078.0;Residential;7200 HUDSON ST;91.050736;7200.0;7200.0;No sidewalk both sides;490225.968252;5451904.74385
1081.0;Residential;7000 NEAL ST;50.846231;7000.0;7000.0;No sidewalks both sides;491078.449188;5452084.78433
1082.0;Residential;7000 NEAL ST;50.846231;7000.0;7000.0;No sidewalks both sides;491087.030227;5452035.07457
1086.0;Residential;6800-7000 SELKIRK ST;192.903564;6800.0;7000.0;No sidewalk both sides;490285.247513;5452299.26544
1090.0;Residential;6800-6900 CHURCHILL ST;263.859621;6800.0;6900.0;No sidewalks both sides;489673.219793;5452313.36741
1092.0;Residential;6800-6900 CHURCHILL ST;263.859621;6800.0;6900.0;No sidewalks both sides;489669.57905;5452183.4184
1093.0;Residential;6800-6900 CHURCHILL ST;263.859621;6800.0;6900.0;No sidewalks both sides;489667.758679;5452118.44389
1099.0;Residential;3800 KOOTENAY ST;49.659217;3800.0;3800.0;No sidewalk both sides;498089.94401;5455214.09447
1100.0;Residential;3900 KOOTENAY ST;49.174621;3900.0;3900.0;No sidewalk both sides;498089.94401;5455214.09447
1105.0;Residential;5900 SOPHIA ST;49.92751;5900.0;5900.0;no sidewalk on both sides;492759.482055;5453105.68449
1112.0;Residential;8900 OAK ST;93.674583;8900.0;8900.0;No sidewalks both sides;490501.451389;5450147.29307
1114.0;Residential;8900 OAK ST;93.674583;8900.0;8900.0;No sidewalks both sides;490499.024124;5450053.64994
1117.0;Residential;1400 E 54TH AV;50.116121;1400.0;1400.0;No sidewalk both sides;494508.52069;5451961.61784
1118.0;Residential;1400 E 54TH AV;50.116121;1400.0;1400.0;No sidewalk both sides;494558.625739;5451960.56443
1119.0;Residential;1500 E 54TH AV;50.345209;1500.0;1500.0;No sidewalk both sides;494558.625739;5451960.56443
1121.0;Residential;1100 KOOTENAY ST;45.843508;1100.0;1100.0;No sidewalk both sides;498101.867138;5458020.21833
1124.0;Residential;4400 WINDERMERE ST;45.074351;4400.0;4400.0;No sidewalk both sides;497333.129202;5454689.82072
1126.0;Residential;7700 INVERNESS ST;47.911217;7700.0;7700.0;No sidewalks both sides;494164.75661;5451273.32675
1128.0;Residential;4800 PAYNE ST;50.364862;4800.0;4800.0;No sidewalks both sides;497939.705114;5454191.3542
1134.0;Residential;6300 MCKINNON ST;22.766964;6300.0;6300.0;No sidewalks both sides;497179.565234;5452628.02192
1136.0;Residential;6300 MCKINNON ST;40.078382;6300.0;6300.0;No sidewalks both sides;497181.604776;5452686.89073
1140.0;Residential;1200 W 39TH AV;167.598866;1200.0;1200.0;No sidewalks both sides;490356.99529;5453694.97843
1143.0;Residential;1200 W 39TH AV;167.598866;1200.0;1200.0;No sidewalks both sides;490189.642042;5453704.04872
1144.0;Residential;8100 SOPHIA ST;53.614881;8100.0;8100.0;No sidewalks both sides;492696.092933;5450945.54638
1152.0;Residential;7000 SOPHIA ST;50.255322;7000.0;7000.0;No sidewalks both sides;492737.637255;5452030.15537
1153.0;Residential;7000 SOPHIA ST;50.255322;7000.0;7000.0;No sidewalks both sides;492736.515628;5451979.91256
1156.0;Residential;2700 E 40TH AV;56.925199;2700.0;2700.0;No sidewalks both sides;496290.214443;5453455.30993
1159.0;Residential;3800 PRINCE ALBERT ST;50.260373;3800.0;3800.0;No sidewalk both sides;493616.736444;5455258.75103
1168.0;Residential;3200 W 49TH AV;209.737181;3200.0;3200.0;No sidewalks both sides;486981.935729;5452754.54203
1169.0;Residential;6200 COLLINGWOOD ST;90.664233;6200.0;6200.0;No sidewalks both sides;486745.07414;5453057.4574
1172.0;Residential;4800 MCHARDY ST;54.556723;4800.0;4800.0;No sidewalks both sides;497657.517587;5454367.77192
1179.0;Residential;500 W 39TH AV;53.98108;500.0;500.0;No sidewalks both sides;491424.558824;5453637.23885
1181.0;Residential;8000 COLUMBIA ST;39.822435;8000.0;8000.0;No sidewalks both sides;491783.986896;5450964.1382
1182.0;Residential;8200 CROMPTON ST;49.427539;8200.0;8200.0;No sidewalk both sides;494118.92293;5450749.66819
1189.0;Residential;8400 BEATRICE ST;31.529945;8400.0;8400.0;No sidewalk both sides;495060.770781;5450636.06508
1200.0;Residential;7000-7200 BEECHWOOD ST;195.729381;7000.0;7200.0;No sidewalks both sides;488610.211874;5451945.02899
1202.0;Residential;2100 W 54TH AV;70.750371;2100.0;2100.0;No sidewalks both sides;488550.087108;5452141.55994
1207.0;Residential;4400 W 3RD AV;49.495285;4400.0;4400.0;No sidewalk both sides;484882.093247;5457539.53904
1209.0;Residential;1600-1700 DRUMMOND DRIVE;132.219121;1600.0;1700.0;No sidewalk both sides;483889.866872;5457917.26823
1210.0;Residential;1600-1700 DRUMMOND DRIVE;132.219121;1600.0;1700.0;No sidewalk both sides;483832.847403;5457888.29716
1214.0;Residential;600-700 MALKIN AV;122.275905;600.0;700.0;No sidewalks both sides;493430.511643;5458057.73333
1215.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488389.353373;5451847.56574
1218.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488424.912183;5451665.77567
1224.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488268.46858;5451333.07304
1226.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488192.36531;5451227.67715
1227.0;Residential;7500 YEW ST;715.292069;7500.0;7500.0;No sidewalk both sides;488192.19433;5451227.44036
1230.0;Residential;700 EARL FINNING WAY;190.828684;700.0;700.0;No sidewalk both sides;493647.844583;5457179.69335
1233.0;Residential;0 ONTARIO PLACE;47.179582;0.0;0.0;No sidewalks both sides;492354.797648;5453319.27861
1234.0;Residential;7500 YEW ST;73.469524;7500.0;7500.0;No sidewalk both sides;488455.35318;5451877.96138
1237.0;Residential;1900-2000 W 62ND AV;196.035373;1900.0;2000.0;No sidewalks both sides;488984.774858;5451379.26233
1239.0;Residential;1900-2000 W 62ND AV;196.035373;1900.0;2000.0;No sidewalks both sides;488854.796219;5451381.6189
1242.0;Residential;1300 E 39TH AV;50.328962;1300.0;1300.0;No sidewalk both sides;494296.422754;5453561.90964
1243.0;Residential;1300 E 39TH AV;50.328962;1300.0;1300.0;No sidewalk both sides;494346.744865;5453561.07926
1244.0;Residential;2000 W 28TH AV;103.692971;2000.0;2000.0;No sidewalk both sides;489051.362774;5454888.82817
1246.0;Residential;2000 W 28TH AV;103.692971;2000.0;2000.0;No sidewalk both sides;488948.235013;5454894.0492
1248.0;Residential;6300 MCKINNON ST;41.538807;6300.0;6300.0;No sidewalks both sides;497175.973265;5452522.19626
1250.0;Residential;6400 MCKINNON ST;42.573008;6400.0;6400.0;No sidewalks both sides;497173.048453;5452439.37348
1251.0;Residential;6600 MCKINNON ST;33.668566;6600.0;6600.0;No sidewalks both sides;497168.896179;5452323.43364
1252.0;Residential;6600 MCKINNON ST;33.668566;6600.0;6600.0;No sidewalks both sides;497167.776811;5452289.78369
1255.0;Residential;500 FELLOWES ST;131.712838;500.0;500.0;No sidewalk both sides;498078.951668;5459715.60136
1259.0;Secondary Arterial;700 N BOUNDARY ROAD;55.391034;700.0;700.0;No sidewalk both sides;498299.661126;5459936.70025
1260.0;Secondary Arterial;700 N BOUNDARY ROAD;55.391034;700.0;700.0;No sidewalk both sides;498300.335029;5459992.08719
1261.0;Secondary Arterial;700 N BOUNDARY ROAD;20.619085;700.0;700.0;No sidewalk both sides;498299.006223;5459881.38032
1264.0;Residential;1800-1900 DRUMMOND DRIVE;143.998206;1800.0;1900.0;No sidewalk both sides;484006.711967;5457456.29535
1265.0;Residential;1800-1900 DRUMMOND DRIVE;143.998206;1800.0;1900.0;No sidewalk both sides;484020.442812;5457392.79618
1266.0;Residential;1800-1900 DRUMMOND DRIVE;143.998206;1800.0;1900.0;No sidewalk both sides;484022.478473;5457378.94731
1268.0;Residential;1500-1600 GLEN DRIVE;117.44897;1500.0;1600.0;No sidewalk on both sides;494075.84071;5457500.14911
1270.0;Residential;2700 E 44TH AV;52.660281;2700.0;2700.0;No sidewalks both sides;496241.146907;5453057.01551
1272.0;Residential;4700-4800 PATON ST;48.642574;4700.0;4800.0;No sidewalks both sides;488257.162347;5454713.72168
1278.0;Residential;500 W 39TH AV;68.534718;500.0;500.0;No sidewalks both sides;491478.463068;5453634.35971
1281.0;Residential;900 GEORGE ST;100.66483;900.0;900.0;No sidewalks both sides;494181.134441;5458128.69998
1282.0;Residential;4700-4800 PATON ST;135.095452;4700.0;4800.0;No sidewalks both sides;488317.758097;5454593.4595
1283.0;Residential;4700-4800 PATON ST;135.095452;4700.0;4800.0;No sidewalks both sides;488361.372217;5454545.26398
1284.0;Residential;4700-4800 PATON ST;135.095452;4700.0;4800.0;No sidewalks both sides;488409.778621;5454502.70865
1286.0;Collector;7400 BLENHEIM ST;58.271551;7400.0;7400.0;No sidewalk both sides;486961.586643;5451769.23648
1288.0;Residential;7300-7500 CARNARVON ST;280.980953;7300.0;7500.0;No sidewalk both sides;487392.592269;5451861.03829
1291.0;Residential;7300-7500 CARNARVON ST;280.980953;7300.0;7500.0;No sidewalk both sides;487388.198819;5451666.08779
1294.0;Residential;6700-6800 BALACLAVA ST;220.791576;6700.0;6800.0;No sidewalks both sides;487187.115711;5452529.02854
1298.0;Residential;6700-6800 BALACLAVA ST;220.791576;6700.0;6800.0;No sidewalks both sides;487182.587376;5452308.28341
1299.0;Residential;6300 BALACLAVA ST;64.813885;6300.0;6300.0;No sidewalks both sides;487195.454098;5452935.58846
1302.0;Residential;3000-3100 W 49TH AV;221.954507;3000.0;3100.0;No sidewalks both sides;487348.559062;5452747.46204
1303.0;Residential;3000-3100 W 49TH AV;221.954507;3000.0;3100.0;No sidewalks both sides;487283.571185;5452748.71732
1311.0;Residential;4200 DONCASTER WAY;130.359194;4200.0;4200.0;No sidewalks both sides;485322.749569;5455153.48129
1320.0;Secondary Arterial;500-600 E KENT AV SOUTH;213.069979;500.0;600.0;No sidewalk both sides;493339.713541;5450570.25671
1329.0;Residential;1800 W 63RD AV;99.253863;1800.0;1800.0;No sidewalks both sides;489131.582337;5451271.80554
1334.0;Residential;1800 W 62ND AV;149.904362;1800.0;1800.0;No sidewalks both sides;489004.673755;5451378.79594
1338.0;Residential;6000-6100 OLYMPIC ST;65.982554;6000.0;6100.0;No sidewalk both sides;486198.628245;5453284.17248
1339.0;Residential;6000-6100 OLYMPIC ST;65.982554;6000.0;6100.0;No sidewalk both sides;486196.905843;5453219.19531
1340.0;Residential;6000-6100 OLYMPIC ST;65.982554;6000.0;6100.0;No sidewalk both sides;486196.879807;5453218.2131
1342.0;Residential;1400 E 39TH AV;50.275657;1400.0;1400.0;No sidewalks both sides;494447.557639;5453559.21437
1344.0;Residential;8700-8800 HEATHER ST;73.539456;8700.0;8800.0;No sidewalk both sides;490971.293842;5450427.96614
1351.0;Residential;1200 E 2ND AV;109.093902;1200.0;1200.0;No sidewalk both sides;494262.193356;5457337.36191
1353.0;Residential;1200 E 2ND AV;109.093902;1200.0;1200.0;No sidewalk both sides;494371.276913;5457335.85959
1354.0;Residential;500 W 54TH AV;65.466504;500.0;500.0;No sidewalk both sides;491504.787148;5452113.71597
1358.0;Residential;7000 CARTIER ST;50.277584;7000.0;7000.0;No sidewalk both sides;489976.210663;5452107.62366
1360.0;Residential;7100 CARTIER ST;50.259696;7100.0;7100.0;No sidewalk both sides;489974.800596;5452057.38375
1364.0;Residential;6800-6900 FREMLIN ST;263.76739;6800.0;6900.0;No sidewalk both sides;490766.23012;5452352.91817
1373.0;Residential;6500 CARTIER ST;55.417373;6500.0;6500.0;No sidewalk both sides;489989.041944;5452568.09856
1379.0;Residential;1300 W 50TH AV;172.71132;1300.0;1300.0;No sidewalk both sides;489989.041944;5452568.09856
